epoch,accuracy,loss,val_accuracy,val_loss
0,0.7100157141685486,0.5375033020973206,0.5157232880592346,0.6049439311027527
1,0.7210277915000916,0.524310290813446,0.6897274851799011,0.6642604470252991
2,0.7367593050003052,0.5058035850524902,0.7232704162597656,0.5940314531326294
3,0.7488201260566711,0.5001550316810608,0.6750524044036865,0.5401036143302917
4,0.7472469806671143,0.48590442538261414,0.6897274851799011,0.5377666354179382
5,0.7760881185531616,0.4665471315383911,0.7106918096542358,0.6133326292037964
6,0.7718930244445801,0.4663316011428833,0.75052410364151,0.5376092195510864
7,0.773466169834137,0.45567455887794495,0.7148846983909607,0.5051013231277466
8,0.7844782471656799,0.4420129954814911,0.704402506351471,0.534559965133667
9,0.7912952303886414,0.4349057376384735,0.6352201104164124,0.6189404726028442
