epoch,accuracy,loss,val_accuracy,val_loss
0,0.7577346563339233,0.5269509553909302,0.7379454970359802,0.5742172002792358
1,0.7524908185005188,0.5403605699539185,0.7127882838249207,0.5671077966690063
2,0.7535395622253418,0.5369560122489929,0.75052410364151,0.594144880771637
3,0.760356605052948,0.5246092677116394,0.75052410364151,0.57487553358078
4,0.7656004428863525,0.5205241441726685,0.7400419116020203,0.5732605457305908
5,0.7577346563339233,0.503265917301178,0.7463312149047852,0.5733581781387329
6,0.7582590579986572,0.5262027978897095,0.7610062956809998,0.5943332314491272
7,0.7498689293861389,0.5441139340400696,0.7568134069442749,0.5923051834106445
8,0.7640272974967957,0.5506879091262817,0.7568134069442749,0.5897479057312012
9,0.7671735882759094,0.5425958037376404,0.7547169923782349,0.5910374522209167
