epoch,accuracy,loss,val_accuracy,val_loss
0,0.4965915083885193,1.3011467456817627,0.5073375105857849,0.7673473358154297
1,0.5500786304473877,0.7825945615768433,0.649895191192627,0.6365442276000977
2,0.5721027851104736,0.710349440574646,0.6415094137191772,0.6308817863464355
3,0.5957000255584717,0.6820915341377258,0.6268343925476074,0.6574724316596985
4,0.5915049910545349,0.6774656772613525,0.6352201104164124,0.6251594424247742
5,0.6282118558883667,0.6487687230110168,0.5324947834014893,0.8225762844085693
0,0.49187204241752625,1.4248377084732056,0.4716981053352356,0.8904450535774231
1,0.5500786304473877,0.8105319142341614,0.6163522005081177,0.6434820294380188
2,0.5757734775543213,0.7021363377571106,0.545073390007019,0.6890425086021423
3,0.6082852482795715,0.6734706163406372,0.6897274851799011,0.6194645166397095
4,0.601992666721344,0.6697201728820801,0.6603773832321167,0.6223030090332031
5,0.625589907169342,0.6575788855552673,0.5828092098236084,0.6792455315589905
6,0.6470896601676941,0.6317929029464722,0.6729559898376465,0.6181716918945312
7,0.6575773358345032,0.618872880935669,0.651991605758667,0.6206536889076233
8,0.6633455753326416,0.6250206232070923,0.6352201104164124,0.6391110420227051
9,0.6743576526641846,0.609509289264679,0.6100628972053528,0.679947555065155
