epoch,accuracy,loss,val_accuracy,val_loss
0,0.6843209266662598,0.6094319224357605,0.6792452931404114,0.6036292314529419
1,0.694284200668335,0.5914885997772217,0.6310272812843323,0.6538856029510498
2,0.6853696703910828,0.581929087638855,0.5807127952575684,0.7704046964645386
3,0.6696381568908691,0.6032894253730774,0.6163522005081177,0.6432566046714783
4,0.6916623115539551,0.5869937539100647,0.5890985131263733,0.7145553231239319
5,0.7016255855560303,0.5804980993270874,0.6415094137191772,0.6384226679801941
6,0.682223379611969,0.5832048058509827,0.704402506351471,0.5950211882591248
7,0.6984792947769165,0.570729672908783,0.6645702123641968,0.6139721274375916
8,0.7011011838912964,0.5720059275627136,0.6624737977981567,0.6369820833206177
9,0.7121132612228394,0.5723339915275574,0.6918238997459412,0.5937601923942566
