epoch,accuracy,loss,val_accuracy,val_loss
0,0.6051389575004578,1.0562330484390259,0.5597484111785889,0.6666753888130188
1,0.7178815007209778,0.5206361413002014,0.5911949872970581,0.6721199154853821
2,0.8117461800575256,0.4111529588699341,0.6394129991531372,0.6337878704071045
3,0.8358678817749023,0.34799766540527344,0.5681341886520386,0.7938768267631531
4,0.8961719870567322,0.25455835461616516,0.6415094137191772,0.7000391483306885
5,0.9239643216133118,0.19357013702392578,0.6331236958503723,0.7835561037063599
6,0.9381226897239685,0.1415146440267563,0.6352201104164124,0.7594969868659973
7,0.9590980410575867,0.12067179381847382,0.6561844944953918,0.7482308149337769
8,0.9701101183891296,0.09167664498090744,0.6394129991531372,0.8246062397956848
9,0.9753539562225342,0.07727590948343277,0.6184486150741577,0.9338623881340027
