epoch,accuracy,loss,val_accuracy,val_loss
0,0.8652333617210388,0.317585289478302,0.8637316823005676,0.2937783896923065
1,0.8736234903335571,0.3047127425670624,0.8763102889060974,0.3008260130882263
2,0.8778185844421387,0.300523579120636,0.8658280968666077,0.28379303216934204


0,0.8730990886688232,0.30117812752723694,0.857442319393158,0.3368895649909973
1,0.8767697811126709,0.29658547043800354,0.8511530160903931,0.32473859190940857
0,0.579444169998169,2.3482956886291504,0.6037735939025879,0.6094921827316284
1,0.6816989779472351,0.6530748009681702,0.7211740016937256,0.5497779846191406
2,0.7456738352775574,0.5741256475448608,0.7861635088920593,0.4991967976093292
3,0.7933927774429321,0.47315552830696106,0.7295597195625305,0.7603439092636108
0,0.5595175623893738,1.7570133209228516,0.5136268138885498,0.7264518737792969
1,0.6685894131660461,0.6349286437034607,0.7882599830627441,0.4872231185436249
2,0.7189302444458008,0.5751484036445618,0.7966457009315491,0.5096636414527893
3,0.7540639638900757,0.5266737341880798,0.6750524044036865,0.8426096439361572
4,0.8007341623306274,0.4625833034515381,0.7211740016937256,0.7307997345924377
5,0.8269533514976501,0.42035341262817383,0.7106918096542358,0.6333120465278625
