epoch,accuracy,loss,val_accuracy,val_loss
0,0.6979548931121826,0.7491268515586853,0.6477987170219421,0.6023422479629517
1,0.7079181671142578,0.6606727838516235,0.7190775871276855,0.5155676603317261
2,0.7246984839439392,0.6189716458320618,0.75052410364151,0.5353279709815979
3,0.7262716293334961,0.6552640199661255,0.7463312149047852,0.5276520848274231
4,0.7320398688316345,0.5990466475486755,0.6834381818771362,0.5668480396270752
5,0.7031987309455872,0.5760999917984009,0.7295597195625305,0.5293180346488953
6,0.7367593050003052,0.605114758014679,0.7568134069442749,0.5088769197463989
7,0.7482957243919373,0.5823600888252258,0.75262051820755,0.482346773147583
8,0.7682223320007324,0.5689807534217834,0.7735849022865295,0.4789464771747589
9,0.7519664168357849,0.5589154362678528,0.5660377144813538,0.7425311803817749
